rank_in_chain	mark_ref	matt_ref	score	op_index	op	mark_segment	matt_segment
126	Mark 8:6	Matt 15:36	0.47424	4	equal	ευχαριστησασ εκλασεν και εδιδου τοισ μαθηταισ	ευχαριστησασ εκλασεν και εδιδου τοισ μαθηταισ
126	Mark 8:6	Matt 15:36	0.47424	5	replace	αυτου ινα παρατιθωσιν και παρεθηκαν τω οχλω	οι δε μαθηται τοισ οχλοισ
127	Mark 8:8	Matt 15:37	0.540279	1	equal	και εφαγον	και εφαγον
127	Mark 8:8	Matt 15:37	0.540279	2	insert		παντεσ
127	Mark 8:8	Matt 15:37	0.540279	3	equal	και εχορτασθησαν και	και εχορτασθησαν και
127	Mark 8:8	Matt 15:37	0.540279	4	insert		το περισσευον των κλασματων
127	Mark 8:8	Matt 15:37	0.540279	5	equal	ηραν	ηραν
127	Mark 8:8	Matt 15:37	0.540279	6	delete	περισσευματα κλασματων	
127	Mark 8:8	Matt 15:37	0.540279	7	equal	επτα σπυριδασ	επτα σπυριδασ
127	Mark 8:8	Matt 15:37	0.540279	8	insert		πληρεισ
128	Mark 8:9	Matt 15:38	0.346848	1	insert		οι δε εσθιοντεσ
128	Mark 8:9	Matt 15:38	0.346848	2	equal	ησαν	ησαν
128	Mark 8:9	Matt 15:38	0.346848	3	delete	δε ωσ	
128	Mark 8:9	Matt 15:38	0.346848	4	equal	τετρακισχιλιοι	τετρακισχιλιοι
128	Mark 8:9	Matt 15:38	0.346848	5	insert		ανδρεσ χωρισ γυναικων
128	Mark 8:9	Matt 15:38	0.346848	6	equal	και	και
128	Mark 8:9	Matt 15:38	0.346848	7	replace	απελυσεν αυτουσ	παιδιων
129	Mark 8:10	Matt 15:39	0.402915	1	equal	και	και
129	Mark 8:10	Matt 15:39	0.402915	2	replace	ευθυσ εμβασ	απολυσασ τουσ οχλουσ ενεβη
129	Mark 8:10	Matt 15:39	0.402915	3	equal	εισ το πλοιον	εισ το πλοιον
129	Mark 8:10	Matt 15:39	0.402915	4	replace	μετα των μαθητων αυτου	και
129	Mark 8:10	Matt 15:39	0.402915	5	equal	ηλθεν εισ τα	ηλθεν εισ τα
129	Mark 8:10	Matt 15:39	0.402915	6	replace	μερη δαλμανουθα	ορια μαγαδαν
130	Mark 8:11	Matt 16:1	0.408041	1	equal	και	και
130	Mark 8:11	Matt 16:1	0.408041	2	replace	εξηλθον	προσελθοντεσ
130	Mark 8:11	Matt 16:1	0.408041	3	equal	οι φαρισαιοι και	οι φαρισαιοι και
130	Mark 8:11	Matt 16:1	0.408041	4	replace	ηρξαντο συζητειν αυτω ζητουντεσ παρ αυτου	σαδδουκαιοι πειραζοντεσ επηρωτησαν αυτον
130	Mark 8:11	Matt 16:1	0.408041	5	equal	σημειον	σημειον
130	Mark 8:11	Matt 16:1	0.408041	6	replace	απο	εκ
130	Mark 8:11	Matt 16:1	0.408041	7	equal	του ουρανου	του ουρανου
130	Mark 8:11	Matt 16:1	0.408041	8	replace	πειραζοντεσ αυτον	επιδειξαι αυτοισ
131	Mark 8:12	Matt 16:4	0.261272	1	insert		γενεα πονηρα
131	Mark 8:12	Matt 16:4	0.261272	2	equal	και	και
131	Mark 8:12	Matt 16:4	0.261272	3	replace	αναστεναξασ τω πνευματι αυτου λεγει τι η γενεα	μοιχαλισ σημειον επιζητει και σημειον ου δοθησεται
131	Mark 8:12	Matt 16:4	0.261272	4	equal	αυτη	αυτη
131	Mark 8:12	Matt 16:4	0.261272	5	replace	ζητει	ει μη το
131	Mark 8:12	Matt 16:4	0.261272	6	equal	σημειον	σημειον
131	Mark 8:12	Matt 16:4	0.261272	7	replace	αμην λεγω υμιν ει δοθησεται τη γενεα ταυτη σημειον	ιωνα και καταλιπων αυτουσ απηλθεν
132	Mark 8:14	Matt 16:5	0.342463	1	equal	και	και
132	Mark 8:14	Matt 16:5	0.342463	2	insert		ελθοντεσ οι μαθηται εισ το περαν
132	Mark 8:14	Matt 16:5	0.342463	3	equal	επελαθοντο	επελαθοντο
132	Mark 8:14	Matt 16:5	0.342463	4	insert		αρτουσ
132	Mark 8:14	Matt 16:5	0.342463	5	equal	λαβειν	λαβειν
132	Mark 8:14	Matt 16:5	0.342463	6	delete	αρτουσ και ει μη ενα αρτον ουκ ειχον μεθ εαυτων εν τω πλοιω	
133	Mark 8:15	Matt 16:6	0.485528	1	insert		ο δε ιησουσ ειπεν αυτοισ ορατε
133	Mark 8:15	Matt 16:6	0.485528	2	equal	και	και
133	Mark 8:15	Matt 16:6	0.485528	3	replace	διεστελλετο αυτοισ λεγων ορατε βλεπετε	προσεχετε
133	Mark 8:15	Matt 16:6	0.485528	4	equal	απο τησ ζυμησ των φαρισαιων και	απο τησ ζυμησ των φαρισαιων και
133	Mark 8:15	Matt 16:6	0.485528	5	replace	τησ ζυμησ ηρωδου	σαδδουκαιων
134	Mark 8:16	Matt 16:7	0.436568	1	replace	και	οι δε
134	Mark 8:16	Matt 16:7	0.436568	2	equal	διελογιζοντο	διελογιζοντο
134	Mark 8:16	Matt 16:7	0.436568	3	replace	προσ αλληλουσ	εν εαυτοισ λεγοντεσ
134	Mark 8:16	Matt 16:7	0.436568	4	equal	οτι αρτουσ ουκ	οτι αρτουσ ουκ
134	Mark 8:16	Matt 16:7	0.436568	5	replace	εχουσιν	ελαβομεν
135	Mark 8:17	Matt 16:8	0.356375	1	delete	και	
135	Mark 8:17	Matt 16:8	0.356375	2	equal	γνουσ	γνουσ
135	Mark 8:17	Matt 16:8	0.356375	3	replace	λεγει αυτοισ	δε ο ιησουσ ειπεν
135	Mark 8:17	Matt 16:8	0.356375	4	equal	τι διαλογιζεσθε	τι διαλογιζεσθε
135	Mark 8:17	Matt 16:8	0.356375	5	insert		εν εαυτοισ ολιγοπιστοι
135	Mark 8:17	Matt 16:8	0.356375	6	equal	οτι αρτουσ ουκ	οτι αρτουσ ουκ
135	Mark 8:17	Matt 16:8	0.356375	7	replace	εχετε ουπω νοειτε ουδε συνιετε πεπωρωμενην εχετε την καρδιαν υμων	ελαβετε
136	Mark 8:19	Matt 16:9	0.360894	1	replace	οτε	ουπω νοειτε ουδε μνημονευετε
136	Mark 8:19	Matt 16:9	0.360894	2	equal	τουσ πεντε αρτουσ	τουσ πεντε αρτουσ
136	Mark 8:19	Matt 16:9	0.360894	3	replace	εκλασα εισ τουσ πεντακισχιλιουσ	των πεντακισχιλιων και
136	Mark 8:19	Matt 16:9	0.360894	4	equal	ποσουσ κοφινουσ	ποσουσ κοφινουσ
136	Mark 8:19	Matt 16:9	0.360894	5	replace	κλασματων πληρεισ ηρατε λεγουσιν αυτω δωδεκα	ελαβετε
137	Mark 8:20	Matt 16:10	0.346859	1	replace	οτε και	ουδε
137	Mark 8:20	Matt 16:10	0.346859	2	equal	τουσ επτα	τουσ επτα
137	Mark 8:20	Matt 16:10	0.346859	3	replace	εισ τουσ τετρακισχιλιουσ ποσων σπυριδων πληρωματα κλασματων ηρατε	αρτουσ των τετρακισχιλιων
137	Mark 8:20	Matt 16:10	0.346859	4	equal	και	και
137	Mark 8:20	Matt 16:10	0.346859	5	replace	λεγουσιν αυτω επτα	ποσασ σπυριδασ ελαβετε
138	Mark 8:27	Matt 16:13	0.490955	1	replace	και εξηλθεν	ελθων δε
138	Mark 8:27	Matt 16:13	0.490955	2	equal	ο ιησουσ	ο ιησουσ
138	Mark 8:27	Matt 16:13	0.490955	3	delete	και οι μαθηται αυτου	
138	Mark 8:27	Matt 16:13	0.490955	4	equal	εισ	εισ
138	Mark 8:27	Matt 16:13	0.490955	5	replace	τασ κωμασ	τα μερη
138	Mark 8:27	Matt 16:13	0.490955	6	equal	καισαρειασ τησ φιλιππου	καισαρειασ τησ φιλιππου
138	Mark 8:27	Matt 16:13	0.490955	7	replace	και εν τη οδω επηρωτα	ηρωτα
138	Mark 8:27	Matt 16:13	0.490955	8	equal	τουσ μαθητασ αυτου λεγων	τουσ μαθητασ αυτου λεγων
138	Mark 8:27	Matt 16:13	0.490955	9	delete	αυτοισ	
138	Mark 8:27	Matt 16:13	0.490955	10	equal	τινα	τινα
138	Mark 8:27	Matt 16:13	0.490955	11	delete	με	
138	Mark 8:27	Matt 16:13	0.490955	12	equal	λεγουσιν οι ανθρωποι ειναι	λεγουσιν οι ανθρωποι ειναι
138	Mark 8:27	Matt 16:13	0.490955	13	insert		τον υιον του ανθρωπου
139	Mark 8:28	Matt 16:14	0.523263	1	equal	οι δε ειπαν	οι δε ειπαν
139	Mark 8:28	Matt 16:14	0.523263	2	replace	αυτω λεγοντεσ οτι	οι μεν
139	Mark 8:28	Matt 16:14	0.523263	3	equal	ιωαννην τον βαπτιστην	ιωαννην τον βαπτιστην
139	Mark 8:28	Matt 16:14	0.523263	4	delete	και αλλοι ηλιαν	
139	Mark 8:28	Matt 16:14	0.523263	5	equal	αλλοι δε	αλλοι δε
139	Mark 8:28	Matt 16:14	0.523263	6	replace	οτι εισ	ηλιαν ετεροι δε ιερεμιαν η ενα
139	Mark 8:28	Matt 16:14	0.523263	7	equal	των προφητων	των προφητων
140	Mark 8:29	Matt 16:15	0.518289	1	replace	και αυτοσ επηρωτα αυτουσ	λεγει αυτοισ
140	Mark 8:29	Matt 16:15	0.518289	2	equal	υμεισ δε τινα με λεγετε ειναι	υμεισ δε τινα με λεγετε ειναι
140	Mark 8:29	Matt 16:15	0.518289	3	delete	αποκριθεισ ο πετροσ λεγει αυτω συ ει ο χριστοσ	
141	Mark 8:30	Matt 16:20	0.313439	1	replace	και επετιμησεν αυτοισ	τοτε διεστειλατο τοισ μαθηταισ
141	Mark 8:30	Matt 16:20	0.313439	2	equal	ινα μηδενι	ινα μηδενι
141	Mark 8:30	Matt 16:20	0.313439	3	replace	λεγωσιν περι αυτου	ειπωσιν οτι αυτοσ εστιν ο χριστοσ
142	Mark 8:31	Matt 16:21	0.435037	1	replace	και	απο τοτε
142	Mark 8:31	Matt 16:21	0.435037	2	equal	ηρξατο	ηρξατο
142	Mark 8:31	Matt 16:21	0.435037	3	replace	διδασκειν αυτουσ	ο ιησουσ δεικνυειν τοισ μαθηταισ αυτου
142	Mark 8:31	Matt 16:21	0.435037	4	equal	οτι δει	οτι δει
142	Mark 8:31	Matt 16:21	0.435037	5	replace	τον υιον του ανθρωπου	αυτον εισ ιεροσολυμα απελθειν και
142	Mark 8:31	Matt 16:21	0.435037	6	equal	πολλα παθειν	πολλα παθειν
142	Mark 8:31	Matt 16:21	0.435037	7	replace	και αποδοκιμασθηναι υπο	απο
142	Mark 8:31	Matt 16:21	0.435037	8	equal	των πρεσβυτερων και	των πρεσβυτερων και
142	Mark 8:31	Matt 16:21	0.435037	9	delete	των	
142	Mark 8:31	Matt 16:21	0.435037	10	equal	αρχιερεων και	αρχιερεων και
142	Mark 8:31	Matt 16:21	0.435037	11	delete	των	
142	Mark 8:31	Matt 16:21	0.435037	12	equal	γραμματεων και αποκτανθηναι και	γραμματεων και αποκτανθηναι και
142	Mark 8:31	Matt 16:21	0.435037	13	replace	μετα τρεισ ημερασ αναστηναι	τη τριτη ημερα εγερθηναι
143	Mark 8:32	Matt 16:22	0.484558	1	delete	και παρρησια τον λογον ελαλει	
143	Mark 8:32	Matt 16:22	0.484558	2	equal	και προσλαβομενοσ	και προσλαβομενοσ
143	Mark 8:32	Matt 16:22	0.484558	3	insert		αυτον
143	Mark 8:32	Matt 16:22	0.484558	4	equal	ο πετροσ	ο πετροσ
143	Mark 8:32	Matt 16:22	0.484558	5	delete	αυτον	
143	Mark 8:32	Matt 16:22	0.484558	6	equal	ηρξατο επιτιμαν αυτω	ηρξατο επιτιμαν αυτω
143	Mark 8:32	Matt 16:22	0.484558	7	insert		λεγων ιλεωσ σοι κυριε ου μη εσται σοι τουτο
144	Mark 8:33	Matt 16:23	0.677661	1	equal	ο δε	ο δε
144	Mark 8:33	Matt 16:23	0.677661	2	replace	επιστραφεισ και ιδων τουσ μαθητασ αυτου επετιμησεν	στραφεισ ειπεν τω
144	Mark 8:33	Matt 16:23	0.677661	3	equal	πετρω	πετρω
144	Mark 8:33	Matt 16:23	0.677661	4	delete	και λεγει	
144	Mark 8:33	Matt 16:23	0.677661	5	equal	υπαγε οπισω μου σατανα	υπαγε οπισω μου σατανα
144	Mark 8:33	Matt 16:23	0.677661	6	insert		σκανδαλον ει εμου
144	Mark 8:33	Matt 16:23	0.677661	7	equal	οτι ου φρονεισ τα του θεου αλλα τα των ανθρωπων	οτι ου φρονεισ τα του θεου αλλα τα των ανθρωπων
145	Mark 8:34	Matt 16:24	0.794584	1	replace	και προσκαλεσαμενοσ τον οχλον συν	τοτε ο ιησουσ ειπεν
145	Mark 8:34	Matt 16:24	0.794584	2	equal	τοισ μαθηταισ αυτου	τοισ μαθηταισ αυτου
145	Mark 8:34	Matt 16:24	0.794584	3	delete	ειπεν αυτοισ	
145	Mark 8:34	Matt 16:24	0.794584	4	equal	ει τισ θελει οπισω μου ελθειν απαρνησασθω εαυτον και αρατω τον σταυρον αυτου και ακολουθειτω μοι	ει τισ θελει οπισω μου ελθειν απαρνησασθω εαυτον και αρατω τον σταυρον αυτου και ακολουθειτω μοι
146	Mark 8:35	Matt 16:25	0.808534	1	equal	οσ γαρ εαν θελη την ψυχην αυτου σωσαι απολεσει αυτην οσ δ αν	οσ γαρ εαν θελη την ψυχην αυτου σωσαι απολεσει αυτην οσ δ αν
146	Mark 8:35	Matt 16:25	0.808534	2	replace	απολεσει	απολεση
146	Mark 8:35	Matt 16:25	0.808534	3	equal	την ψυχην αυτου ενεκεν εμου	την ψυχην αυτου ενεκεν εμου
146	Mark 8:35	Matt 16:25	0.808534	4	replace	και του ευαγγελιου σωσει	ευρησει
146	Mark 8:35	Matt 16:25	0.808534	5	equal	αυτην	αυτην
147	Mark 8:36	Matt 16:26	0.577863	1	equal	τι γαρ	τι γαρ
147	Mark 8:36	Matt 16:26	0.577863	2	replace	ωφελει ανθρωπον κερδησαι	ωφεληθησεται ανθρωποσ εαν
147	Mark 8:36	Matt 16:26	0.577863	3	equal	τον κοσμον ολον	τον κοσμον ολον
147	Mark 8:36	Matt 16:26	0.577863	4	replace	και ζημιωθηναι	κερδηση
147	Mark 8:36	Matt 16:26	0.577863	5	equal	την	την
147	Mark 8:36	Matt 16:26	0.577863	6	insert		δε
147	Mark 8:36	Matt 16:26	0.577863	7	equal	ψυχην αυτου	ψυχην αυτου
147	Mark 8:36	Matt 16:26	0.577863	8	insert		ζημιωθη η τι δωσει ανθρωποσ ανταλλαγμα τησ ψυχησ αυτου
148	Mark 8:38	Matt 16:27	0.47947	1	replace	οσ	μελλει
148	Mark 8:38	Matt 16:27	0.47947	2	equal	γαρ	γαρ
148	Mark 8:38	Matt 16:27	0.47947	3	delete	εαν επαισχυνθη με και τουσ εμουσ λογουσ εν τη γενεα ταυτη τη μοιχαλιδι και αμαρτωλω και	
148	Mark 8:38	Matt 16:27	0.47947	4	equal	ο υιοσ του ανθρωπου	ο υιοσ του ανθρωπου
148	Mark 8:38	Matt 16:27	0.47947	5	replace	επαισχυνθησεται αυτον οταν ελθη	ερχεσθαι
148	Mark 8:38	Matt 16:27	0.47947	6	equal	εν τη δοξη του πατροσ αυτου μετα των αγγελων	εν τη δοξη του πατροσ αυτου μετα των αγγελων
148	Mark 8:38	Matt 16:27	0.47947	7	replace	των αγιων	αυτου και τοτε αποδωσει εκαστω κατα την πραξιν αυτου
149	Mark 9:1	Matt 16:28	0.71844	1	delete	και ελεγεν αυτοισ	
149	Mark 9:1	Matt 16:28	0.71844	2	equal	αμην λεγω υμιν οτι εισιν τινεσ των ωδε	αμην λεγω υμιν οτι εισιν τινεσ των ωδε
149	Mark 9:1	Matt 16:28	0.71844	3	replace	εστηκοτων	εστωτων
149	Mark 9:1	Matt 16:28	0.71844	4	equal	οιτινεσ ου μη γευσωνται θανατου εωσ αν ιδωσιν	οιτινεσ ου μη γευσωνται θανατου εωσ αν ιδωσιν
149	Mark 9:1	Matt 16:28	0.71844	5	replace	την βασιλειαν	τον υιον
149	Mark 9:1	Matt 16:28	0.71844	6	equal	του	του
149	Mark 9:1	Matt 16:28	0.71844	7	replace	θεου εληλυθυιαν	ανθρωπου ερχομενον
149	Mark 9:1	Matt 16:28	0.71844	8	equal	εν	εν
149	Mark 9:1	Matt 16:28	0.71844	9	replace	δυναμει	τη βασιλεια αυτου
150	Mark 9:2	Matt 17:1	0.744304	1	equal	και	και
150	Mark 9:2	Matt 17:1	0.744304	2	replace	μετα	μεθ
150	Mark 9:2	Matt 17:1	0.744304	3	equal	ημερασ εξ παραλαμβανει ο ιησουσ τον πετρον και	ημερασ εξ παραλαμβανει ο ιησουσ τον πετρον και
150	Mark 9:2	Matt 17:1	0.744304	4	delete	τον	
150	Mark 9:2	Matt 17:1	0.744304	5	equal	ιακωβον και ιωαννην	ιακωβον και ιωαννην
150	Mark 9:2	Matt 17:1	0.744304	6	insert		τον αδελφον αυτου
150	Mark 9:2	Matt 17:1	0.744304	7	equal	και αναφερει αυτουσ εισ οροσ υψηλον κατ ιδιαν	και αναφερει αυτουσ εισ οροσ υψηλον κατ ιδιαν
150	Mark 9:2	Matt 17:1	0.744304	8	delete	μονουσ και μετεμορφωθη εμπροσθεν αυτων	
151	Mark 9:3	Matt 17:2	0.333457	1	equal	και	και
151	Mark 9:3	Matt 17:2	0.333457	2	insert		μετεμορφωθη εμπροσθεν αυτων και ελαμψεν το προσωπον αυτου ωσ ο ηλιοσ
151	Mark 9:3	Matt 17:2	0.333457	3	equal	τα	τα
151	Mark 9:3	Matt 17:2	0.333457	4	insert		δε
151	Mark 9:3	Matt 17:2	0.333457	5	equal	ιματια αυτου εγενετο	ιματια αυτου εγενετο
151	Mark 9:3	Matt 17:2	0.333457	6	delete	στιλβοντα	
151	Mark 9:3	Matt 17:2	0.333457	7	equal	λευκα	λευκα
151	Mark 9:3	Matt 17:2	0.333457	8	replace	λιαν οια γναφευσ επι τησ γησ ου δυναται ουτωσ λευκαναι	ωσ το φωσ
152	Mark 9:4	Matt 17:3	0.54476	1	equal	και	και
152	Mark 9:4	Matt 17:3	0.54476	2	insert		ιδου
152	Mark 9:4	Matt 17:3	0.54476	3	equal	ωφθη αυτοισ	ωφθη αυτοισ
